dividend declaration,closing registry,accounting year,dividend
06.03.2024,13.05.2024,2024,17.35
02.06.2023,16.06.2023,2023,4.84
26.03.2021,14.05.2021,2021,9.45
06.03.2020,15.05.2020,2020,7.93
25.03.2019,14.05.2019,2019,7.7
02.03.2018,15.05.2018,2018,5.47
09.08.2017,29.09.2017,2017,2.49
02.03.2017,16.05.2017,2017,7.68
07.03.2016,16.05.2016,2016,7.11
06.03.2015,12.05.2015,2015,3.87
23.04.2014,11.07.2014,2014,2.38
14.05.2013,20.05.2013,2013,1.22
